ReactomeID,filename
"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",R-HSA-8849471
PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1,R-HSA-8849469
PTK6 promotes HIF1A stabilization,R-HSA-8857538
PTK6 Activates STAT3,R-HSA-8849474
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),R-HSA-2404192
IGF1R signaling cascade,R-HSA-2428924
IRS-related events triggered by IGF1R,R-HSA-2428928
IRS-mediated signalling,R-HSA-112399
SOS-mediated signalling,R-HSA-112412
RAF/MAP kinase cascade,R-HSA-5673001
RAF activation,R-HSA-5673000
MAP2K and MAPK activation,R-HSA-5674135
Regulation of RAS by GAPs,R-HSA-5658442
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
PI3K Cascade,R-HSA-109704
Activation of AKT2,R-HSA-165158
PKB-mediated events,R-HSA-109703
mTOR signalling,R-HSA-165159
mTORC1-mediated signalling,R-HSA-166208
Inhibition of TSC complex formation by PKB,R-HSA-165181
Energy dependent regulation of mTOR by LKB1-AMPK,R-HSA-380972
PDE3B signalling,R-HSA-165160
SHC-related events triggered by IGF1R,R-HSA-2428933
DAG and IP3 signaling,R-HSA-1489509
CaM pathway,R-HSA-111997
Calmodulin induced events,R-HSA-111933
PKA-mediated phosphorylation of CREB,R-HSA-111931
PKA activation,R-HSA-163615
Cam-PDE 1 activation,R-HSA-111957
CaMK IV-mediated phosphorylation of CREB,R-HSA-111932
Signaling by GPCR,R-HSA-372790
GPCR ligand binding,R-HSA-500792
Class C/3 (Metabotropic glutamate/pheromone receptors),R-HSA-420499
Class A/1 (Rhodopsin-like receptors),R-HSA-373076
Peptide ligand-binding receptors,R-HSA-375276
Vasopressin-like receptors,R-HSA-388479
Chemokine receptors bind chemokines,R-HSA-380108
Tachykinin receptors bind tachykinins,R-HSA-380095
Formyl peptide receptors bind formyl peptides and many other ligands,R-HSA-444473
Relaxin receptors,R-HSA-444821
Orexin and neuropeptides FF and QRFP bind to their respective receptors,R-HSA-389397
Lysosphingolipid and LPA receptors,R-HSA-419408
Hydroxycarboxylic acid-binding receptors,R-HSA-3296197
Hormone ligand-binding receptors,R-HSA-375281
Eicosanoid ligand-binding receptors,R-HSA-391903
Leukotriene receptors,R-HSA-391906
Prostanoid ligand receptors,R-HSA-391908
Amine ligand-binding receptors,R-HSA-375280
Dopamine receptors,R-HSA-390651
Serotonin receptors,R-HSA-390666
Muscarinic acetylcholine receptors,R-HSA-390648
Histamine receptors,R-HSA-390650
Adrenoceptors,R-HSA-390696
Nucleotide-like (purinergic) receptors,R-HSA-418038
Adenosine P1 receptors,R-HSA-417973
P2Y receptors,R-HSA-417957
Opsins,R-HSA-419771
Free fatty acid receptors,R-HSA-444209
Class B/2 (Secretin family receptors),R-HSA-373080
Calcitonin-like ligand receptors,R-HSA-419812
Glucagon-type ligand receptors,R-HSA-420092
GPCR downstream signaling,R-HSA-388396
G alpha (q) signalling events,R-HSA-416476
Effects of PIP2 hydrolysis,R-HSA-114508
Arachidonate production from DAG,R-HSA-426048
G alpha (i) signalling events,R-HSA-418594
G-protein beta:gamma signalling,R-HSA-397795
G beta:gamma signalling through PI3Kgamma,R-HSA-392451
G beta:gamma signalling through PLC beta,R-HSA-418217
G alpha (s) signalling events,R-HSA-418555
G alpha (12/13) signalling events,R-HSA-416482
Olfactory Signaling Pathway,R-HSA-381753
G alpha (z) signalling events,R-HSA-418597
Gastrin-CREB signalling pathway via PKC and MAPK,R-HSA-881907
EGFR Transactivation by Gastrin,R-HSA-2179392
G alpha (q) signalling events,R-HSA-416476
Effects of PIP2 hydrolysis,R-HSA-114508
Arachidonate production from DAG,R-HSA-426048
RAF/MAP kinase cascade,R-HSA-5673001
RAF activation,R-HSA-5673000
Regulation of RAS by GAPs,R-HSA-5658442
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
MAP2K and MAPK activation,R-HSA-5674135
Opioid Signalling,R-HSA-111885
G-protein mediated events,R-HSA-112040
Adenylate cyclase inhibitory pathway,R-HSA-170670
PLC beta mediated events,R-HSA-112043
Ca-dependent events,R-HSA-111996
phospho-PLA2 pathway,R-HSA-111995
CaM pathway,R-HSA-111997
Calmodulin induced events,R-HSA-111933
Cam-PDE 1 activation,R-HSA-111957
PKA-mediated phosphorylation of CREB,R-HSA-111931
PKA activation,R-HSA-163615
CaMK IV-mediated phosphorylation of CREB,R-HSA-111932
Adenylate cyclase activating pathway,R-HSA-170660
DARPP-32 events,R-HSA-180024
G-protein activation,R-HSA-202040
Signaling by Hedgehog,R-HSA-5358351
Hedgehog 'off' state,R-HSA-5610787
Degradation of GLI2 by the proteasome,R-HSA-5610783
GLI3 is processed to GLI3R by the proteasome,R-HSA-5610785
Degradation of GLI1 by the proteasome,R-HSA-5610780
Hedgehog ligand biogenesis,R-HSA-5358346
Release of Hh-Np from the secreting cell,R-HSA-5362798
Hedgehog 'on' state,R-HSA-5632684
Ligand-receptor interactions,R-HSA-5632681
GLI proteins bind promoters of Hh responsive genes to promote transcription,R-HSA-5635851
Activation of SMO,R-HSA-5635838
Signaling by Leptin,R-HSA-2586552
RAF/MAP kinase cascade,R-HSA-5673001
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
MAP2K and MAPK activation,R-HSA-5674135
RAF activation,R-HSA-5673000
Regulation of RAS by GAPs,R-HSA-5658442
Death Receptor Signalling,R-HSA-73887
FasL/ CD95L signaling,R-HSA-75157
TRAIL  signaling,R-HSA-75158
TNF signaling,R-HSA-75893
TNFR1-induced NFkappaB signaling pathway,R-HSA-5357956
TNFR1-induced proapoptotic signaling,R-HSA-5357786
Regulation of TNFR1 signaling,R-HSA-5357905
TNFR1-mediated ceramide production,R-HSA-5626978
Signaling by Retinoic Acid,R-HSA-5362517
RA biosynthesis pathway,R-HSA-5365859
Signaling by Rho GTPases,R-HSA-194315
RHO GTPase Effectors,R-HSA-195258
RHO GTPases Activate Rhotekin and Rhophilins,R-HSA-5666185
RHO GTPases Activate NADPH Oxidases,R-HSA-5668599
RHO GTPases Activate WASPs and WAVEs,R-HSA-5663213
RHO GTPases activate IQGAPs,R-HSA-5626467
RHO GTPases regulate CFTR trafficking,R-HSA-5627083
RHO GTPases activate CIT,R-HSA-5625900
RHO GTPases activate KTN1,R-HSA-5625970
RHO GTPases Activate ROCKs,R-HSA-5627117
RHO GTPases activate PAKs,R-HSA-5627123
RHO GTPases Activate Formins,R-HSA-5663220
RHO GTPases activate PKNs,R-HSA-5625740
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,R-HSA-5625886
Rho GTPase cycle,R-HSA-194840
Integrin alphaIIb beta3 signaling,R-HSA-354192
GRB2:SOS provides linkage to MAPK signaling for Integrins,R-HSA-354194
p130Cas linkage to MAPK signaling for integrins,R-HSA-372708
Signaling by TGF-beta Receptor Complex,R-HSA-170834
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),R-HSA-2173791
TGF-beta receptor signaling activates SMADs,R-HSA-2173789
Downregulation of TGF-beta receptor signaling,R-HSA-2173788
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,R-HSA-2173793
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,R-HSA-2173796
Downregulation of SMAD2/3:SMAD4 transcriptional activity,R-HSA-2173795
PIP3 activates AKT signaling,R-HSA-1257604
AKT phosphorylates targets in the nucleus,R-HSA-198693
Negative regulation of the PI3K/AKT network,R-HSA-199418
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",R-HSA-6811558
AKT phosphorylates targets in the cytosol,R-HSA-198323
Signaling by EGFR,R-HSA-177929
GAB1 signalosome,R-HSA-180292
PIP3 activates AKT signaling,R-HSA-1257604
Negative regulation of the PI3K/AKT network,R-HSA-199418
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",R-HSA-6811558
AKT phosphorylates targets in the nucleus,R-HSA-198693
AKT phosphorylates targets in the cytosol,R-HSA-198323
EGFR downregulation,R-HSA-182971
EGFR interacts with phospholipase C-gamma,R-HSA-212718
DAG and IP3 signaling,R-HSA-1489509
CaM pathway,R-HSA-111997
Calmodulin induced events,R-HSA-111933
CaMK IV-mediated phosphorylation of CREB,R-HSA-111932
PKA-mediated phosphorylation of CREB,R-HSA-111931
PKA activation,R-HSA-163615
Cam-PDE 1 activation,R-HSA-111957
GRB2 events in EGFR signaling,R-HSA-179812
RAF/MAP kinase cascade,R-HSA-5673001
Regulation of RAS by GAPs,R-HSA-5658442
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
RAF activation,R-HSA-5673000
MAP2K and MAPK activation,R-HSA-5674135
SHC1 events in EGFR signaling,R-HSA-180336
RAF/MAP kinase cascade,R-HSA-5673001
Regulation of RAS by GAPs,R-HSA-5658442
MAP2K and MAPK activation,R-HSA-5674135
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
RAF activation,R-HSA-5673000
Signaling by BMP,R-HSA-201451
Signalling by NGF,R-HSA-166520
p75 NTR receptor-mediated signalling,R-HSA-193704
p75NTR regulates axonogenesis,R-HSA-193697
Axonal growth inhibition (RHOA activation),R-HSA-193634
Axonal growth stimulation,R-HSA-209563
Ceramide signalling,R-HSA-193681
Regulated proteolysis of p75NTR,R-HSA-193692
p75NTR signals via NF-kB,R-HSA-193639
NF-kB is activated and signals survival,R-HSA-209560
p75NTR recruits signalling complexes,R-HSA-209543
"Cell death signalling via NRAGE, NRIF and NADE",R-HSA-204998
NADE modulates death signalling,R-HSA-205025
NRAGE signals death through JNK,R-HSA-193648
NRIF signals cell death from the nucleus,R-HSA-205043
NFG and proNGF binds to p75NTR,R-HSA-205017
p75NTR negatively regulates cell cycle via SC1,R-HSA-193670
NGF processing,R-HSA-167060
NGF signalling via TRKA from the plasma membrane,R-HSA-187037
PI3K/AKT activation,R-HSA-198203
PIP3 activates AKT signaling,R-HSA-1257604
AKT phosphorylates targets in the nucleus,R-HSA-198693
Negative regulation of the PI3K/AKT network,R-HSA-199418
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",R-HSA-6811558
AKT phosphorylates targets in the cytosol,R-HSA-198323
Signalling to STAT3,R-HSA-198745
Nuclear Events (kinase and transcription factor activation),R-HSA-198725
CREB phosphorylation,R-HSA-199920
ERK/MAPK targets,R-HSA-198753
ERKs are inactivated,R-HSA-202670
Activation of TRKA receptors,R-HSA-187015
NGF-independant TRKA activation,R-HSA-187024
TRKA activation by NGF,R-HSA-187042
PLC-gamma1 signalling,R-HSA-167021
DAG and IP3 signaling,R-HSA-1489509
CaM pathway,R-HSA-111997
Calmodulin induced events,R-HSA-111933
PKA-mediated phosphorylation of CREB,R-HSA-111931
PKA activation,R-HSA-163615
CaMK IV-mediated phosphorylation of CREB,R-HSA-111932
Cam-PDE 1 activation,R-HSA-111957
Signalling to ERKs,R-HSA-187687
Signalling to p38 via RIT and RIN,R-HSA-187706
RAF/MAP kinase cascade,R-HSA-5673001
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
RAF activation,R-HSA-5673000
MAP2K and MAPK activation,R-HSA-5674135
Regulation of RAS by GAPs,R-HSA-5658442
Prolonged ERK activation events,R-HSA-169893
ARMS-mediated activation,R-HSA-170984
RAF/MAP kinase cascade,R-HSA-5673001
RAF activation,R-HSA-5673000
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
MAP2K and MAPK activation,R-HSA-5674135
Regulation of RAS by GAPs,R-HSA-5658442
Frs2-mediated activation,R-HSA-170968
RAF/MAP kinase cascade,R-HSA-5673001
Regulation of RAS by GAPs,R-HSA-5658442
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
MAP2K and MAPK activation,R-HSA-5674135
RAF activation,R-HSA-5673000
Signalling to RAS,R-HSA-167044
p38MAPK events,R-HSA-171007
RAF/MAP kinase cascade,R-HSA-5673001
RAF activation,R-HSA-5673000
Regulation of RAS by GAPs,R-HSA-5658442
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
MAP2K and MAPK activation,R-HSA-5674135
Feedback control in the MAPK signaling module,R-HSA-197529
Retrograde neurotrophin signalling,R-HSA-177504
Signalling to ERK5,R-HSA-198765
Signaling by FGFR,R-HSA-190236
Signaling by FGFR2,R-HSA-5654738
Negative regulation of FGFR2 signaling,R-HSA-5654727
Spry regulation of FGF signaling,R-HSA-1295596
FGFR2 alternative splicing,R-HSA-6803529
FGFR2 ligand binding and activation,R-HSA-190241
FGFR2b ligand binding and activation,R-HSA-190377
FGFR2c ligand binding and activation,R-HSA-190375
Downstream signaling of activated FGFR2,R-HSA-5654696
PI-3K cascade:FGFR2,R-HSA-5654695
PIP3 activates AKT signaling,R-HSA-1257604
AKT phosphorylates targets in the nucleus,R-HSA-198693
Negative regulation of the PI3K/AKT network,R-HSA-199418
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",R-HSA-6811558
AKT phosphorylates targets in the cytosol,R-HSA-198323
Phospholipase C-mediated cascade; FGFR2,R-HSA-5654221
DAG and IP3 signaling,R-HSA-1489509
CaM pathway,R-HSA-111997
Calmodulin induced events,R-HSA-111933
PKA-mediated phosphorylation of CREB,R-HSA-111931
PKA activation,R-HSA-163615
CaMK IV-mediated phosphorylation of CREB,R-HSA-111932
Cam-PDE 1 activation,R-HSA-111957
FRS-mediated FGFR2 signaling,R-HSA-5654700
RAF/MAP kinase cascade,R-HSA-5673001
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
RAF activation,R-HSA-5673000
Regulation of RAS by GAPs,R-HSA-5658442
MAP2K and MAPK activation,R-HSA-5674135
SHC-mediated cascade:FGFR2,R-HSA-5654699
Signaling by FGFR1,R-HSA-5654736
Negative regulation of FGFR1 signaling,R-HSA-5654726
Spry regulation of FGF signaling,R-HSA-1295596
Downstream signaling of activated FGFR1,R-HSA-5654687
FRS-mediated FGFR1 signaling,R-HSA-5654693
RAF/MAP kinase cascade,R-HSA-5673001
MAP2K and MAPK activation,R-HSA-5674135
Regulation of RAS by GAPs,R-HSA-5658442
RAF activation,R-HSA-5673000
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
PI-3K cascade:FGFR1,R-HSA-5654689
PIP3 activates AKT signaling,R-HSA-1257604
Negative regulation of the PI3K/AKT network,R-HSA-199418
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",R-HSA-6811558
AKT phosphorylates targets in the nucleus,R-HSA-198693
AKT phosphorylates targets in the cytosol,R-HSA-198323
Phospholipase C-mediated cascade: FGFR1,R-HSA-5654219
DAG and IP3 signaling,R-HSA-1489509
CaM pathway,R-HSA-111997
Calmodulin induced events,R-HSA-111933
Cam-PDE 1 activation,R-HSA-111957
CaMK IV-mediated phosphorylation of CREB,R-HSA-111932
PKA-mediated phosphorylation of CREB,R-HSA-111931
PKA activation,R-HSA-163615
SHC-mediated cascade:FGFR1,R-HSA-5654688
FGFRL1 modulation of FGFR1 signaling,R-HSA-5658623
FGFR1 ligand binding and activation,R-HSA-190242
FGFR1c ligand binding and activation,R-HSA-190373
FGFR1c and Klotho ligand binding and activation,R-HSA-190374
FGFR1b ligand binding and activation,R-HSA-190370
Signaling by FGFR4,R-HSA-5654743
Downstream signaling of activated FGFR4,R-HSA-5654716
SHC-mediated cascade:FGFR4,R-HSA-5654719
PI-3K cascade:FGFR4,R-HSA-5654720
PIP3 activates AKT signaling,R-HSA-1257604
AKT phosphorylates targets in the cytosol,R-HSA-198323
Negative regulation of the PI3K/AKT network,R-HSA-199418
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",R-HSA-6811558
AKT phosphorylates targets in the nucleus,R-HSA-198693
Phospholipase C-mediated cascade; FGFR4,R-HSA-5654228
DAG and IP3 signaling,R-HSA-1489509
CaM pathway,R-HSA-111997
Calmodulin induced events,R-HSA-111933
CaMK IV-mediated phosphorylation of CREB,R-HSA-111932
Cam-PDE 1 activation,R-HSA-111957
PKA-mediated phosphorylation of CREB,R-HSA-111931
PKA activation,R-HSA-163615
FRS-mediated FGFR4 signaling,R-HSA-5654712
RAF/MAP kinase cascade,R-HSA-5673001
MAP2K and MAPK activation,R-HSA-5674135
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
Regulation of RAS by GAPs,R-HSA-5658442
RAF activation,R-HSA-5673000
FGFR4 ligand binding and activation,R-HSA-190322
betaKlotho-mediated ligand binding,R-HSA-1307965
Negative regulation of FGFR4 signaling,R-HSA-5654733
Spry regulation of FGF signaling,R-HSA-1295596
Signaling by FGFR3,R-HSA-5654741
Downstream signaling of activated FGFR3,R-HSA-5654708
SHC-mediated cascade:FGFR3,R-HSA-5654704
PI-3K cascade:FGFR3,R-HSA-5654710
PIP3 activates AKT signaling,R-HSA-1257604
AKT phosphorylates targets in the nucleus,R-HSA-198693
Negative regulation of the PI3K/AKT network,R-HSA-199418
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",R-HSA-6811558
AKT phosphorylates targets in the cytosol,R-HSA-198323
FRS-mediated FGFR3 signaling,R-HSA-5654706
RAF/MAP kinase cascade,R-HSA-5673001
Regulation of RAS by GAPs,R-HSA-5658442
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
MAP2K and MAPK activation,R-HSA-5674135
RAF activation,R-HSA-5673000
Phospholipase C-mediated cascade; FGFR3,R-HSA-5654227
DAG and IP3 signaling,R-HSA-1489509
CaM pathway,R-HSA-111997
Calmodulin induced events,R-HSA-111933
Cam-PDE 1 activation,R-HSA-111957
PKA-mediated phosphorylation of CREB,R-HSA-111931
PKA activation,R-HSA-163615
CaMK IV-mediated phosphorylation of CREB,R-HSA-111932
FGFR3 ligand binding and activation,R-HSA-190239
FGFR3b ligand binding and activation,R-HSA-190371
FGFR3c ligand binding and activation,R-HSA-190372
Negative regulation of FGFR3 signaling,R-HSA-5654732
Spry regulation of FGF signaling,R-HSA-1295596
Signaling by ERBB2,R-HSA-1227986
PI3K events in ERBB2 signaling,R-HSA-1963642
GRB2 events in ERBB2 signaling,R-HSA-1963640
PLCG1 events in ERBB2 signaling,R-HSA-1251932
ERBB2 Regulates Cell Motility,R-HSA-6785631
GRB7 events in ERBB2 signaling,R-HSA-1306955
ERBB2 Activates PTK6 Signaling,R-HSA-8847993
SHC1 events in ERBB2 signaling,R-HSA-1250196
Downregulation of ERBB2:ERBB3 signaling,R-HSA-1358803
Signaling by Insulin receptor,R-HSA-74752
Insulin receptor recycling,R-HSA-77387
Insulin receptor signalling cascade,R-HSA-74751
IRS activation,R-HSA-74713
IRS-mediated signalling,R-HSA-112399
SOS-mediated signalling,R-HSA-112412
RAF/MAP kinase cascade,R-HSA-5673001
Regulation of RAS by GAPs,R-HSA-5658442
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
MAP2K and MAPK activation,R-HSA-5674135
RAF activation,R-HSA-5673000
PI3K Cascade,R-HSA-109704
PKB-mediated events,R-HSA-109703
PDE3B signalling,R-HSA-165160
mTOR signalling,R-HSA-165159
Inhibition of TSC complex formation by PKB,R-HSA-165181
Energy dependent regulation of mTOR by LKB1-AMPK,R-HSA-380972
mTORC1-mediated signalling,R-HSA-166208
Activation of AKT2,R-HSA-165158
Signal attenuation,R-HSA-74749
Visual phototransduction,R-HSA-2187338
The retinoid cycle in cones (daylight vision),R-HSA-2187335
Retinoid metabolism and transport,R-HSA-975634
The canonical retinoid cycle in rods (twilight vision),R-HSA-2453902
"Biosynthesis of A2E, implicated in retinal degradation",R-HSA-2466712
The phototransduction cascade,R-HSA-2514856
"Inactivation, recovery and regulation of the phototransduction cascade",R-HSA-2514859
Activation of the phototransduction cascade,R-HSA-2485179
Signaling by VEGF,R-HSA-194138
Neurophilin interactions with VEGF and VEGFR,R-HSA-194306
VEGF ligand-receptor interactions,R-HSA-194313
VEGF binds to VEGFR leading to receptor dimerization,R-HSA-195399
VEGFA-VEGFR2 Pathway,R-HSA-4420097
VEGFR2 mediated vascular permeability,R-HSA-5218920
VEGFR2 mediated cell proliferation,R-HSA-5218921
RAF/MAP kinase cascade,R-HSA-5673001
Regulation of RAS by GAPs,R-HSA-5658442
MAP2K and MAPK activation,R-HSA-5674135
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
RAF activation,R-HSA-5673000
Signaling by ERBB4,R-HSA-1236394
SHC1 events in ERBB4 signaling,R-HSA-1250347
RAF/MAP kinase cascade,R-HSA-5673001
RAF activation,R-HSA-5673000
Regulation of RAS by GAPs,R-HSA-5658442
MAP2K and MAPK activation,R-HSA-5674135
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
Downregulation of ERBB4 signaling,R-HSA-1253288
Nuclear signaling by ERBB4,R-HSA-1251985
Prolactin receptor signaling,R-HSA-1170546
PI3K events in ERBB4 signaling,R-HSA-1250342
PIP3 activates AKT signaling,R-HSA-1257604
AKT phosphorylates targets in the nucleus,R-HSA-198693
Negative regulation of the PI3K/AKT network,R-HSA-199418
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",R-HSA-6811558
AKT phosphorylates targets in the cytosol,R-HSA-198323
Signaling by PDGF,R-HSA-186797
Downstream signal transduction,R-HSA-186763
PIP3 activates AKT signaling,R-HSA-1257604
AKT phosphorylates targets in the cytosol,R-HSA-198323
Negative regulation of the PI3K/AKT network,R-HSA-199418
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",R-HSA-6811558
AKT phosphorylates targets in the nucleus,R-HSA-198693
RAF/MAP kinase cascade,R-HSA-5673001
MAP2K and MAPK activation,R-HSA-5674135
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
Regulation of RAS by GAPs,R-HSA-5658442
RAF activation,R-HSA-5673000
DAG and IP3 signaling,R-HSA-1489509
CaM pathway,R-HSA-111997
Calmodulin induced events,R-HSA-111933
PKA-mediated phosphorylation of CREB,R-HSA-111931
PKA activation,R-HSA-163615
Cam-PDE 1 activation,R-HSA-111957
CaMK IV-mediated phosphorylation of CREB,R-HSA-111932
Signaling by Hippo,R-HSA-2028269
Signaling by Wnt,R-HSA-195721
WNT ligand biogenesis and trafficking,R-HSA-3238698
Beta-catenin independent WNT signaling,R-HSA-3858494
Ca2+ pathway,R-HSA-4086398
PCP/CE pathway,R-HSA-4086400
"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",R-HSA-5140745
Asymmetric localization of PCP proteins,R-HSA-4608870
WNT5A-dependent internalization of FZD4,R-HSA-5099900
Degradation of beta-catenin by the destruction complex,R-HSA-195253
Repression of WNT target genes,R-HSA-4641265
Beta-catenin phosphorylation cascade,R-HSA-196299
TCF dependent signaling in response to WNT,R-HSA-201681
Degradation of AXIN,R-HSA-4641257
Degradation of DVL,R-HSA-4641258
Regulation of FZD by ubiquitination,R-HSA-4641263
Deactivation of the beta-catenin transactivating complex,R-HSA-3769402
Negative regulation of TCF-dependent signaling by WNT ligand antagonists,R-HSA-3772470
WNT mediated activation of DVL,R-HSA-201688
Negative regulation of TCF-dependent signaling by DVL-interacting proteins,R-HSA-5368598
Formation of the beta-catenin:TCF transactivating complex,R-HSA-201722
Binding of TCF/LEF:CTNNB1 to target gene promoters,R-HSA-4411364
Disassembly of the destruction complex and recruitment of AXIN to the membrane,R-HSA-4641262
Signaling by Activin,R-HSA-1502540
Antagonism of Activin by Follistatin,R-HSA-2473224
Signaling by SCF-KIT,R-HSA-1433557
Regulation of KIT signaling,R-HSA-1433559
PIP3 activates AKT signaling,R-HSA-1257604
AKT phosphorylates targets in the cytosol,R-HSA-198323
Negative regulation of the PI3K/AKT network,R-HSA-199418
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",R-HSA-6811558
AKT phosphorylates targets in the nucleus,R-HSA-198693
RAF/MAP kinase cascade,R-HSA-5673001
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
RAF activation,R-HSA-5673000
MAP2K and MAPK activation,R-HSA-5674135
Regulation of RAS by GAPs,R-HSA-5658442
MAPK family signaling cascades,R-HSA-5683057
MAPK6/MAPK4 signaling,R-HSA-5687128
MAPK1/MAPK3 signaling,R-HSA-5684996
RAF-independent MAPK1/3 activation,R-HSA-112409
MAPK1 (ERK2) activation,R-HSA-112411
MAPK3 (ERK1) activation,R-HSA-110056
RAF/MAP kinase cascade,R-HSA-5673001
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
MAP2K and MAPK activation,R-HSA-5674135
Regulation of RAS by GAPs,R-HSA-5658442
RAF activation,R-HSA-5673000
Signaling by NOTCH,R-HSA-157118
Signaling by NOTCH1,R-HSA-1980143
NOTCH1 Intracellular Domain Regulates Transcription,R-HSA-2122947
Activated NOTCH1 Transmits Signal to the Nucleus,R-HSA-2122948
Signaling by NOTCH3,R-HSA-1980148
Pre-NOTCH Expression and Processing,R-HSA-1912422
Pre-NOTCH Processing in the Endoplasmic Reticulum,R-HSA-1912399
Pre-NOTCH Transcription and Translation,R-HSA-1912408
Pre-NOTCH Processing in Golgi,R-HSA-1912420
Signaling by NOTCH2,R-HSA-1980145
NOTCH2 intracellular domain regulates transcription,R-HSA-2197563
NOTCH2 Activation and Transmission of Signal to the Nucleus,R-HSA-2979096
Signaling by NOTCH4,R-HSA-1980150
Signaling by MST1,R-HSA-8852405
